db_type,release,organism,source,missing_meta,missing_coord
plants,49,camelina_sativa,tgz-only,1,1
plants,49,cannabis_sativa_female,tgz-only,1,1
plants,49,capsicum_annuum,tgz-only,1,1
plants,49,chara_braunii,tgz-only,1,1
plants,49,chlamydomonas_reinhardtii,tgz-only,1,1
plants,49,chondrus_crispus,tgz-only,1,1
plants,49,citrullus_lanatus,tgz-only,1,1
plants,49,citrus_clementina,tgz-only,1,1
plants,49,coffea_canephora,tgz-only,1,1
plants,49,corchorus_capsularis,tgz-only,1,1
plants,49,cucumis_melo,tgz-only,1,1
plants,49,cucumis_sativus,tgz-only,1,1
plants,49,cyanidioschyzon_merolae,tgz-only,1,1
plants,49,cynara_cardunculus,tgz-only,1,1
plants,49,daucus_carota,tgz-only,1,1
plants,49,dioscorea_rotundata,tgz-only,1,1
plants,49,eragrostis_curvula,tgz-only,1,1
plants,49,eragrostis_tef,tgz-only,1,1
plants,49,eutrema_salsugineum,tgz-only,1,1
plants,49,galdieria_sulphuraria,tgz-only,1,1
plants,49,glycine_max,tgz-only,1,1
plants,49,gossypium_raimondii,tgz-only,1,1
plants,49,helianthus_annuus,tgz-only,1,1
plants,49,hordeum_vulgare,tgz-only,1,1
plants,49,hordeum_vulgare_goldenpromise,tgz-only,1,1
plants,49,ipomoea_triloba,tgz-only,1,1
plants,49,kalanchoe_fedtschenkoi,tgz-only,1,1
plants,49,leersia_perrieri,tgz-only,1,1
plants,49,lupinus_angustifolius,tgz-only,1,1
plants,49,malus_domestica_golden,tgz-only,1,1
plants,49,manihot_esculenta,tgz-only,1,1
plants,49,marchantia_polymorpha,tgz-only,1,1
plants,49,medicago_truncatula,tgz-only,1,1
plants,49,musa_acuminata,tgz-only,1,1
plants,49,nicotiana_attenuata,tgz-only,1,1
plants,49,nymphaea_colorata,tgz-only,1,1
plants,49,olea_europaea_sylvestris,tgz-only,1,1
plants,49,oryza_barthii,tgz-only,1,1
plants,49,oryza_brachyantha,tgz-only,1,1
plants,49,oryza_glaberrima,tgz-only,1,1
plants,49,oryza_glumipatula,tgz-only,1,1
plants,49,oryza_indica,tgz-only,1,1
plants,49,oryza_longistaminata,tgz-only,1,1
plants,49,oryza_meridionalis,tgz-only,1,1
plants,49,oryza_nivara,tgz-only,1,1
plants,49,oryza_punctata,tgz-only,1,1
plants,49,oryza_rufipogon,tgz-only,1,1
plants,49,oryza_sativa,tgz-only,1,1
plants,49,ostreococcus_lucimarinus,tgz-only,1,1
plants,49,panicum_hallii_fil2,tgz-only,1,1
plants,49,panicum_hallii_hal2,tgz-only,1,1
plants,49,phaseolus_vulgaris,tgz-only,1,1
plants,49,physcomitrella_patens,tgz-only,1,1
plants,49,pistacia_vera,tgz-only,1,1
plants,49,populus_trichocarpa,tgz-only,1,1
plants,49,prunus_avium,tgz-only,1,1
plants,49,prunus_dulcis,tgz-only,1,1
plants,49,prunus_persica,tgz-only,1,1
plants,49,quercus_lobata,tgz-only,1,1
plants,49,rosa_chinensis,tgz-only,1,1
plants,49,saccharum_spontaneum,tgz-only,1,1
plants,49,selaginella_moellendorffii,tgz-only,1,1
plants,49,setaria_italica,tgz-only,1,1
plants,49,setaria_viridis,tgz-only,1,1
plants,49,solanum_lycopersicum,tgz-only,1,1
plants,49,solanum_tuberosum,tgz-only,1,1
plants,49,sorghum_bicolor,tgz-only,1,1
plants,49,theobroma_cacao_criollo,tgz-only,1,1
plants,49,theobroma_cacao_matina,tgz-only,1,1
plants,49,trifolium_pratense,tgz-only,1,1
plants,49,triticum_aestivum,tgz-only,1,1
plants,49,triticum_aestivum_cadenza,tgz-only,1,1
plants,49,triticum_aestivum_claire,tgz-only,1,1
plants,49,triticum_aestivum_paragon,tgz-only,1,1
plants,49,triticum_aestivum_robigus,tgz-only,1,1
plants,49,triticum_aestivum_weebil,tgz-only,1,1
plants,49,triticum_dicoccoides,tgz-only,1,1
plants,49,triticum_turgidum,tgz-only,1,1
plants,49,triticum_urartu,tgz-only,1,1
plants,49,vigna_angularis,tgz-only,1,1
plants,49,vigna_radiata,tgz-only,1,1
plants,49,vitis_vinifera,tgz-only,1,1
plants,49,zea_mays,tgz-only,1,1
plants,50,actinidia_chinensis,tgz-only,1,1
plants,50,aegilops_tauschii,tgz-only,1,1
plants,50,amborella_trichopoda,tgz-only,1,1
plants,50,ananas_comosus,tgz-only,1,1
plants,50,arabidopsis_halleri,tgz-only,1,1
plants,50,arabidopsis_lyrata,tgz-only,1,1
plants,50,arabidopsis_thaliana,tgz-only,1,1
plants,50,arabis_alpina,tgz-only,1,1
plants,50,asparagus_officinalis,tgz-only,1,1
plants,50,beta_vulgaris,tgz-only,1,1
plants,50,brachypodium_distachyon,tgz-only,1,1
plants,50,brassica_napus,tgz-only,1,1
plants,50,brassica_oleracea,tgz-only,1,1
plants,50,brassica_rapa,tgz-only,1,1
plants,50,camelina_sativa,tgz-only,1,1
plants,50,cannabis_sativa_female,tgz-only,1,1
plants,50,capsicum_annuum,tgz-only,1,1
plants,50,chara_braunii,tgz-only,1,1
plants,50,chenopodium_quinoa,tgz-only,1,1
plants,50,chlamydomonas_reinhardtii,tgz-only,1,1
plants,50,chondrus_crispus,tgz-only,1,1
plants,50,citrullus_lanatus,tgz-only,1,1
plants,50,citrus_clementina,tgz-only,1,1
plants,50,coffea_canephora,tgz-only,1,1
plants,50,corchorus_capsularis,tgz-only,1,1
plants,50,cucumis_melo,tgz-only,1,1
plants,50,cucumis_sativus,tgz-only,1,1
plants,50,cyanidioschyzon_merolae,tgz-only,1,1
plants,50,cynara_cardunculus,tgz-only,1,1
plants,50,daucus_carota,tgz-only,1,1
plants,50,dioscorea_rotundata,tgz-only,1,1
plants,50,eragrostis_curvula,tgz-only,1,1
plants,50,eragrostis_tef,tgz-only,1,1
plants,50,eucalyptus_grandis,tgz-only,1,1
plants,50,eutrema_salsugineum,tgz-only,1,1
plants,50,galdieria_sulphuraria,tgz-only,1,1
plants,50,glycine_max,tgz-only,1,1
plants,50,gossypium_raimondii,tgz-only,1,1
plants,50,helianthus_annuus,tgz-only,1,1
plants,50,hordeum_vulgare,tgz-only,1,1
plants,50,hordeum_vulgare_goldenpromise,tgz-only,1,1
plants,50,ipomoea_triloba,tgz-only,1,1
plants,50,kalanchoe_fedtschenkoi,tgz-only,1,1
plants,50,leersia_perrieri,tgz-only,1,1
plants,50,lupinus_angustifolius,tgz-only,1,1
plants,50,malus_domestica_golden,tgz-only,1,1
plants,50,manihot_esculenta,tgz-only,1,1
plants,50,marchantia_polymorpha,tgz-only,1,1
plants,50,medicago_truncatula,tgz-only,1,1
plants,50,musa_acuminata,tgz-only,1,1
plants,50,nicotiana_attenuata,tgz-only,1,1
plants,50,nymphaea_colorata,tgz-only,1,1
plants,50,olea_europaea_sylvestris,tgz-only,1,1
plants,50,oryza_barthii,tgz-only,1,1
plants,50,oryza_brachyantha,tgz-only,1,1
plants,50,oryza_glaberrima,tgz-only,1,1
plants,50,oryza_glumipatula,tgz-only,1,1
plants,50,oryza_indica,tgz-only,1,1
plants,50,oryza_longistaminata,tgz-only,1,1
plants,50,oryza_meridionalis,tgz-only,1,1
plants,50,oryza_nivara,tgz-only,1,1
plants,50,oryza_punctata,tgz-only,1,1
plants,50,oryza_rufipogon,tgz-only,1,1
plants,50,oryza_sativa,tgz-only,1,1
plants,50,ostreococcus_lucimarinus,tgz-only,1,1
plants,50,panicum_hallii,tgz-only,1,1
plants,50,panicum_hallii_fil2,tgz-only,1,1
plants,50,papaver_somniferum,tgz-only,1,1
plants,50,phaseolus_vulgaris,tgz-only,1,1
plants,50,physcomitrella_patens,dir,0,1
plants,50,pistacia_vera,tgz-only,1,1
plants,50,populus_trichocarpa,tgz-only,1,1
plants,50,prunus_avium,tgz-only,1,1
plants,50,prunus_dulcis,tgz-only,1,1
plants,50,prunus_persica,tgz-only,1,1
plants,50,quercus_lobata,tgz-only,1,1
plants,50,rosa_chinensis,tgz-only,1,1
plants,50,saccharum_spontaneum,tgz-only,1,1
plants,50,selaginella_moellendorffii,tgz-only,1,1
plants,50,setaria_italica,tgz-only,1,1
plants,50,setaria_viridis,tgz-only,1,1
plants,50,solanum_lycopersicum,tgz-only,1,1
plants,50,solanum_tuberosum,tgz-only,1,1
plants,50,sorghum_bicolor,tgz-only,1,1
plants,50,theobroma_cacao,tgz-only,1,1
plants,50,theobroma_cacao_criollo,tgz-only,1,1
plants,50,trifolium_pratense,tgz-only,1,1
plants,50,triticum_aestivum,tgz-only,1,1
plants,50,triticum_aestivum_arinalrfor,tgz-only,1,1
plants,50,triticum_aestivum_cadenza,tgz-only,1,1
plants,50,triticum_aestivum_claire,tgz-only,1,1
plants,50,triticum_aestivum_jagger,tgz-only,1,1
plants,50,triticum_aestivum_julius,tgz-only,1,1
plants,50,triticum_aestivum_lancer,tgz-only,1,1
plants,50,triticum_aestivum_landmark,tgz-only,1,1
plants,50,triticum_aestivum_mace,tgz-only,1,1
plants,50,triticum_aestivum_mattis,tgz-only,1,1
plants,50,triticum_aestivum_norin61,tgz-only,1,1
plants,50,triticum_aestivum_paragon,tgz-only,1,1
plants,50,triticum_aestivum_robigus,tgz-only,1,1
plants,50,triticum_aestivum_stanley,tgz-only,1,1
plants,50,triticum_aestivum_weebil,tgz-only,1,1
plants,50,triticum_dicoccoides,tgz-only,1,1
plants,50,triticum_spelta,tgz-only,1,1
plants,50,triticum_turgidum,tgz-only,1,1
plants,50,triticum_urartu,tgz-only,1,1
plants,50,vigna_angularis,tgz-only,1,1
plants,50,vigna_radiata,tgz-only,1,1
plants,50,vitis_vinifera,tgz-only,1,1
plants,50,zea_mays,tgz-only,1,1
plants,51,actinidia_chinensis,tgz-only,1,1
plants,51,aegilops_tauschii,tgz-only,1,1
plants,51,amborella_trichopoda,tgz-only,1,1
plants,51,ananas_comosus,tgz-only,1,1
plants,51,arabidopsis_halleri,tgz-only,1,1
plants,51,arabidopsis_lyrata,tgz-only,1,1
plants,51,arabidopsis_thaliana,tgz-only,1,1
plants,51,arabis_alpina,tgz-only,1,1
plants,51,asparagus_officinalis,tgz-only,1,1
plants,51,beta_vulgaris,tgz-only,1,1
plants,51,brachypodium_distachyon,tgz-only,1,1
plants,51,brassica_napus,tgz-only,1,1
plants,51,brassica_oleracea,tgz-only,1,1
plants,51,brassica_rapa,tgz-only,1,1
plants,51,camelina_sativa,tgz-only,1,1
plants,51,cannabis_sativa_female,tgz-only,1,1
plants,51,capsicum_annuum,tgz-only,1,1
plants,51,chara_braunii,tgz-only,1,1
plants,51,chenopodium_quinoa,tgz-only,1,1
plants,51,chlamydomonas_reinhardtii,tgz-only,1,1
plants,51,chondrus_crispus,tgz-only,1,1
plants,51,citrullus_lanatus,tgz-only,1,1
plants,51,citrus_clementina,tgz-only,1,1
plants,51,coffea_canephora,tgz-only,1,1
plants,51,corchorus_capsularis,tgz-only,1,1
plants,51,cucumis_melo,tgz-only,1,1
plants,51,cucumis_sativus,tgz-only,1,1
plants,51,cyanidioschyzon_merolae,tgz-only,1,1
plants,51,cynara_cardunculus,tgz-only,1,1
plants,51,daucus_carota,tgz-only,1,1
plants,51,dioscorea_rotundata,tgz-only,1,1
plants,51,eragrostis_curvula,tgz-only,1,1
plants,51,eragrostis_tef,tgz-only,1,1
plants,51,eucalyptus_grandis,tgz-only,1,1
plants,51,eutrema_salsugineum,tgz-only,1,1
plants,51,galdieria_sulphuraria,tgz-only,1,1
plants,51,glycine_max,tgz-only,1,1
plants,51,gossypium_raimondii,tgz-only,1,1
plants,51,helianthus_annuus,tgz-only,1,1
plants,51,hordeum_vulgare,tgz-only,1,1
plants,51,hordeum_vulgare_goldenpromise,tgz-only,1,1
plants,51,hordeum_vulgare_tritex,tgz-only,1,1
plants,51,ipomoea_triloba,tgz-only,1,1
plants,51,juglans_regia,tgz-only,1,1
plants,51,kalanchoe_fedtschenkoi,tgz-only,1,1
plants,51,leersia_perrieri,tgz-only,1,1
plants,51,lupinus_angustifolius,tgz-only,1,1
plants,51,malus_domestica_golden,tgz-only,1,1
plants,51,manihot_esculenta,tgz-only,1,1
plants,51,marchantia_polymorpha,tgz-only,1,1
plants,51,medicago_truncatula,tgz-only,1,1
plants,51,musa_acuminata,tgz-only,1,1
plants,51,nicotiana_attenuata,tgz-only,1,1
plants,51,nymphaea_colorata,tgz-only,1,1
plants,51,olea_europaea_sylvestris,tgz-only,1,1
plants,51,oryza_barthii,tgz-only,1,1
plants,51,oryza_brachyantha,tgz-only,1,1
plants,51,oryza_glaberrima,tgz-only,1,1
plants,51,oryza_glumipatula,tgz-only,1,1
plants,51,oryza_indica,tgz-only,1,1
plants,51,oryza_longistaminata,tgz-only,1,1
plants,51,oryza_meridionalis,tgz-only,1,1
plants,51,oryza_nivara,tgz-only,1,1
plants,51,oryza_punctata,tgz-only,1,1
plants,51,oryza_rufipogon,tgz-only,1,1
plants,51,oryza_sativa,tgz-only,1,1
plants,51,ostreococcus_lucimarinus,tgz-only,1,1
plants,51,panicum_hallii,tgz-only,1,1
plants,51,panicum_hallii_fil2,tgz-only,1,1
plants,51,papaver_somniferum,tgz-only,1,1
plants,51,phaseolus_vulgaris,tgz-only,1,1
plants,51,physcomitrium_patens,tgz-only,1,1
plants,51,pistacia_vera,tgz-only,1,1
plants,51,populus_trichocarpa,tgz-only,1,1
plants,51,prunus_avium,tgz-only,1,1
plants,51,prunus_dulcis,tgz-only,1,1
plants,51,prunus_persica,tgz-only,1,1
plants,51,quercus_lobata,tgz-only,1,1
plants,51,rosa_chinensis,tgz-only,1,1
plants,51,saccharum_spontaneum,tgz-only,1,1
plants,51,selaginella_moellendorffii,tgz-only,1,1
plants,51,sesamum_indicum,tgz-only,1,1
plants,51,setaria_italica,tgz-only,1,1
plants,51,setaria_viridis,tgz-only,1,1
plants,51,solanum_lycopersicum,tgz-only,1,1
plants,51,solanum_tuberosum,tgz-only,1,1
plants,51,solanum_tuberosum_rh8903916,tgz-only,1,1
plants,51,sorghum_bicolor,tgz-only,1,1
plants,51,theobroma_cacao,tgz-only,1,1
plants,51,theobroma_cacao_criollo,tgz-only,1,1
plants,51,trifolium_pratense,tgz-only,1,1
plants,51,triticum_aestivum,tgz-only,1,1
plants,51,triticum_aestivum_arinalrfor,tgz-only,1,1
plants,51,triticum_aestivum_cadenza,tgz-only,1,1
plants,51,triticum_aestivum_claire,tgz-only,1,1
plants,51,triticum_aestivum_jagger,tgz-only,1,1
plants,51,triticum_aestivum_julius,tgz-only,1,1
plants,51,triticum_aestivum_lancer,tgz-only,1,1
plants,51,triticum_aestivum_landmark,tgz-only,1,1
plants,51,triticum_aestivum_mace,tgz-only,1,1
plants,51,triticum_aestivum_mattis,tgz-only,1,1
plants,51,triticum_aestivum_norin61,tgz-only,1,1
plants,51,triticum_aestivum_paragon,tgz-only,1,1
plants,51,triticum_aestivum_robigus,tgz-only,1,1
plants,51,triticum_aestivum_stanley,tgz-only,1,1
plants,51,triticum_aestivum_weebil,tgz-only,1,1
plants,51,triticum_dicoccoides,tgz-only,1,1
plants,51,triticum_spelta,tgz-only,1,1
plants,51,triticum_turgidum,tgz-only,1,1
plants,51,triticum_urartu,tgz-only,1,1
plants,51,vigna_angularis,tgz-only,1,1
plants,51,vigna_radiata,tgz-only,1,1
plants,51,vitis_vinifera,tgz-only,1,1
plants,51,zea_mays,tgz-only,1,1
plants,52,actinidia_chinensis,dir,0,1
plants,52,aegilops_tauschii,dir,0,1
plants,52,amborella_trichopoda,dir,0,1
plants,52,ananas_comosus,dir,0,1
plants,52,arabidopsis_halleri,dir,0,1
plants,52,arabidopsis_lyrata,dir,0,1
plants,52,arabidopsis_thaliana,dir,0,1
plants,52,arabis_alpina,dir,0,1
plants,52,asparagus_officinalis,dir,0,1
plants,52,beta_vulgaris,dir,0,1
plants,52,brachypodium_distachyon,dir,0,1
plants,52,brassica_napus,dir,0,1
plants,52,brassica_oleracea,dir,0,1
plants,52,brassica_rapa,dir,0,1
plants,52,brassica_rapa_ro18,dir,0,1
plants,52,camelina_sativa,dir,0,1
plants,52,cannabis_sativa_female,dir,0,1
plants,52,capsicum_annuum,dir,0,1
plants,52,chara_braunii,dir,0,1
plants,52,chenopodium_quinoa,dir,0,1
plants,52,chlamydomonas_reinhardtii,dir,0,1
plants,52,chondrus_crispus,dir,0,1
plants,52,citrullus_lanatus,dir,0,1
plants,52,citrus_clementina,dir,0,1
plants,52,coffea_canephora,dir,0,1
plants,52,corchorus_capsularis,dir,0,1
plants,52,corylus_avellana,dir,0,1
plants,52,cucumis_melo,dir,0,1
plants,52,cucumis_sativus,dir,0,1
plants,52,cyanidioschyzon_merolae,dir,0,1
plants,52,cynara_cardunculus,dir,0,1
plants,52,daucus_carota,dir,0,1
plants,52,dioscorea_rotundata,dir,0,1
plants,52,eragrostis_curvula,dir,0,1
plants,52,eragrostis_tef,dir,0,1
plants,52,eucalyptus_grandis,dir,0,1
plants,52,eutrema_salsugineum,dir,0,1
plants,52,ficus_carica,dir,0,1
plants,52,galdieria_sulphuraria,dir,0,1
plants,52,glycine_max,dir,0,1
plants,52,gossypium_raimondii,dir,0,1
plants,52,helianthus_annuus,dir,0,1
plants,52,hordeum_vulgare,dir,0,1
plants,52,hordeum_vulgare_goldenpromise,dir,0,1
plants,52,hordeum_vulgare_tritex,dir,0,1
plants,52,ipomoea_triloba,dir,0,1
plants,52,juglans_regia,dir,0,1
plants,52,kalanchoe_fedtschenkoi,dir,0,1
plants,52,lactuca_sativa,dir,0,1
plants,52,leersia_perrieri,dir,0,1
plants,52,lupinus_angustifolius,dir,0,1
plants,52,malus_domestica_golden,dir,0,1
plants,52,manihot_esculenta,dir,0,1
plants,52,marchantia_polymorpha,dir,0,1
plants,52,medicago_truncatula,dir,0,1
plants,52,musa_acuminata,dir,0,1
plants,52,nicotiana_attenuata,dir,0,1
plants,52,nymphaea_colorata,dir,0,1
plants,52,olea_europaea,dir,0,1
plants,52,olea_europaea_sylvestris,dir,0,1
plants,52,oryza_barthii,dir,0,1
plants,52,oryza_brachyantha,dir,0,1
plants,52,oryza_glaberrima,dir,0,1
plants,52,oryza_glumipatula,dir,0,1
plants,52,oryza_indica,dir,0,1
plants,52,oryza_longistaminata,dir,0,1
plants,52,oryza_meridionalis,dir,0,1
plants,52,oryza_nivara,dir,0,1
plants,52,oryza_punctata,dir,0,1
plants,52,oryza_rufipogon,dir,0,1
plants,52,oryza_sativa,dir,0,1
plants,52,ostreococcus_lucimarinus,dir,0,1
plants,52,panicum_hallii,dir,0,1
plants,52,panicum_hallii_fil2,dir,0,1
plants,52,papaver_somniferum,dir,0,1
plants,52,phaseolus_vulgaris,dir,0,1
plants,52,physcomitrium_patens,dir,0,1
plants,52,pistacia_vera,dir,0,1
plants,52,populus_trichocarpa,dir,0,1
plants,52,prunus_avium,dir,0,1
plants,52,prunus_dulcis,dir,0,1
plants,52,prunus_persica,dir,0,1
plants,52,quercus_lobata,dir,0,1
plants,52,rosa_chinensis,dir,0,1
plants,52,saccharum_spontaneum,dir,0,1
plants,52,selaginella_moellendorffii,dir,0,1
plants,52,sesamum_indicum,dir,0,1
plants,52,setaria_italica,dir,0,1
plants,52,setaria_viridis,dir,0,1
plants,52,solanum_lycopersicum,dir,0,1
plants,52,solanum_tuberosum,dir,0,1
plants,52,solanum_tuberosum_rh8903916,dir,0,1
plants,52,sorghum_bicolor,dir,0,1
plants,52,theobroma_cacao,dir,0,1
plants,52,theobroma_cacao_criollo,dir,0,1
plants,52,trifolium_pratense,dir,0,1
plants,52,triticum_aestivum,dir,0,1
plants,52,triticum_aestivum_arinalrfor,dir,0,1
plants,52,triticum_aestivum_cadenza,dir,0,1
plants,52,triticum_aestivum_claire,dir,0,1
plants,52,triticum_aestivum_jagger,dir,0,1
plants,52,triticum_aestivum_julius,dir,0,1
plants,52,triticum_aestivum_lancer,dir,0,1
plants,52,triticum_aestivum_landmark,dir,0,1
plants,52,triticum_aestivum_mace,dir,0,1
plants,52,triticum_aestivum_mattis,dir,0,1
plants,52,triticum_aestivum_norin61,dir,0,1
plants,52,triticum_aestivum_paragon,dir,0,1
plants,52,triticum_aestivum_robigus,dir,0,1
plants,52,triticum_aestivum_stanley,dir,0,1
plants,52,triticum_aestivum_weebil,dir,0,1
plants,52,triticum_dicoccoides,dir,0,1
plants,52,triticum_spelta,dir,0,1
plants,52,triticum_turgidum,dir,0,1
plants,52,triticum_urartu,dir,0,1
plants,52,vigna_angularis,dir,0,1
plants,52,vigna_radiata,dir,0,1
plants,52,vitis_vinifera,dir,0,1
plants,52,zea_mays,dir,0,1
plants,53,actinidia_chinensis,dir,0,1
plants,53,aegilops_tauschii,dir,0,1
plants,53,amborella_trichopoda,dir,0,1
plants,53,ananas_comosus,dir,0,1
plants,53,arabidopsis_halleri,dir,0,1
plants,53,arabidopsis_lyrata,dir,0,1
plants,53,arabidopsis_thaliana,dir,0,1
plants,53,arabis_alpina,dir,0,1
plants,53,asparagus_officinalis,dir,0,1
plants,53,beta_vulgaris,dir,0,1
plants,53,brachypodium_distachyon,dir,0,1
plants,53,brassica_napus,dir,0,1
plants,53,brassica_oleracea,dir,0,1
plants,53,brassica_rapa,dir,0,1
plants,53,brassica_rapa_ro18,dir,0,1
plants,53,camelina_sativa,dir,0,1
plants,53,cannabis_sativa_female,dir,0,1
plants,53,capsicum_annuum,dir,0,1
plants,53,chara_braunii,dir,0,1
plants,53,chenopodium_quinoa,dir,0,1
plants,53,chlamydomonas_reinhardtii,dir,0,1
plants,53,chondrus_crispus,dir,0,1
plants,53,citrullus_lanatus,dir,0,1
plants,53,citrus_clementina,dir,0,1
plants,53,coffea_canephora,dir,0,1
plants,53,corchorus_capsularis,dir,0,1
plants,53,corylus_avellana,dir,0,1
plants,53,corymbia_citriodora,dir,0,1
plants,53,cucumis_melo,dir,0,1
plants,53,cucumis_sativus,dir,0,1
plants,53,cyanidioschyzon_merolae,dir,0,1
plants,53,cynara_cardunculus,dir,0,1
plants,53,daucus_carota,dir,0,1
plants,53,dioscorea_rotundata,dir,0,1
plants,53,eragrostis_curvula,dir,0,1
plants,53,eragrostis_tef,dir,0,1
plants,53,eucalyptus_grandis,dir,0,1
plants,53,eutrema_salsugineum,dir,0,1
plants,53,ficus_carica,dir,0,1
plants,53,galdieria_sulphuraria,dir,0,1
plants,53,glycine_max,dir,0,1
plants,53,gossypium_raimondii,dir,0,1
plants,53,helianthus_annuus,dir,0,1
plants,53,hordeum_vulgare,dir,0,1
plants,53,hordeum_vulgare_goldenpromise,dir,0,1
plants,53,hordeum_vulgare_tritex,dir,0,1
plants,53,ipomoea_triloba,dir,0,1
plants,53,juglans_regia,dir,0,1
plants,53,kalanchoe_fedtschenkoi,dir,0,1
plants,53,lactuca_sativa,dir,0,1
plants,53,leersia_perrieri,dir,0,1
plants,53,lupinus_angustifolius,dir,0,1
plants,53,malus_domestica_golden,dir,0,1
plants,53,manihot_esculenta,dir,0,1
plants,53,marchantia_polymorpha,dir,0,1
plants,53,medicago_truncatula,dir,0,1
plants,53,musa_acuminata,dir,0,1
plants,53,nicotiana_attenuata,dir,0,1
plants,53,nymphaea_colorata,dir,0,1
plants,53,olea_europaea,dir,0,1
plants,53,olea_europaea_sylvestris,dir,0,1
plants,53,oryza_barthii,dir,0,1
plants,53,oryza_brachyantha,dir,0,1
plants,53,oryza_glaberrima,dir,0,1
plants,53,oryza_glumipatula,dir,0,1
plants,53,oryza_indica,dir,0,1
plants,53,oryza_longistaminata,dir,0,1
plants,53,oryza_meridionalis,dir,0,1
plants,53,oryza_nivara,dir,0,1
plants,53,oryza_punctata,dir,0,1
plants,53,oryza_rufipogon,dir,0,1
plants,53,oryza_sativa,dir,0,1
plants,53,ostreococcus_lucimarinus,dir,0,1
plants,53,panicum_hallii,dir,0,1
plants,53,panicum_hallii_fil2,dir,0,1
plants,53,papaver_somniferum,dir,0,1
plants,53,phaseolus_vulgaris,dir,0,1
plants,53,physcomitrium_patens,dir,0,1
plants,53,pistacia_vera,dir,0,1
plants,53,pisum_sativum,dir,0,1
plants,53,populus_trichocarpa,dir,0,1
plants,53,prunus_avium,dir,0,1
plants,53,prunus_dulcis,dir,0,1
plants,53,prunus_persica,dir,0,1
plants,53,quercus_lobata,dir,0,1
plants,53,rosa_chinensis,dir,0,1
plants,53,saccharum_spontaneum,dir,0,1
plants,53,secale_cereale,dir,0,1
plants,53,selaginella_moellendorffii,dir,0,1
plants,53,sesamum_indicum,dir,0,1
plants,53,setaria_italica,dir,0,1
plants,53,setaria_viridis,dir,0,1
plants,53,solanum_lycopersicum,dir,0,1
plants,53,solanum_tuberosum,dir,0,1
plants,53,solanum_tuberosum_rh8903916,dir,0,1
plants,53,sorghum_bicolor,dir,0,1
plants,53,theobroma_cacao,dir,0,1
plants,53,theobroma_cacao_criollo,dir,0,1
plants,53,trifolium_pratense,dir,0,1
plants,53,triticum_aestivum,dir,0,1
plants,53,triticum_aestivum_arinalrfor,dir,0,1
plants,53,triticum_aestivum_cadenza,dir,0,1
plants,53,triticum_aestivum_claire,dir,0,1
plants,53,triticum_aestivum_jagger,dir,0,1
plants,53,triticum_aestivum_julius,dir,0,1
plants,53,triticum_aestivum_lancer,dir,0,1
plants,53,triticum_aestivum_landmark,dir,0,1
plants,53,triticum_aestivum_mace,dir,0,1
plants,53,triticum_aestivum_mattis,dir,0,1
plants,53,triticum_aestivum_norin61,dir,0,1
plants,53,triticum_aestivum_paragon,dir,0,1
plants,53,triticum_aestivum_robigus,dir,0,1
plants,53,triticum_aestivum_stanley,dir,0,1
plants,53,triticum_aestivum_weebil,dir,0,1
plants,53,triticum_dicoccoides,dir,0,1
plants,53,triticum_spelta,dir,0,1
plants,53,triticum_turgidum,dir,0,1
plants,53,triticum_urartu,dir,0,1
plants,53,vigna_angularis,dir,0,1
plants,53,vigna_radiata,dir,0,1
plants,53,vitis_vinifera,dir,0,1
plants,53,zea_mays,dir,0,1
plants,54,actinidia_chinensis,dir,0,1
plants,54,aegilops_tauschii,dir,0,1
plants,54,amborella_trichopoda,dir,0,1
plants,54,ananas_comosus,dir,0,1
plants,54,arabidopsis_halleri,dir,0,1
plants,54,arabidopsis_lyrata,dir,0,1
plants,54,arabidopsis_thaliana,dir,0,1
plants,54,arabis_alpina,dir,0,1
plants,54,asparagus_officinalis,dir,0,1
plants,54,beta_vulgaris,dir,0,1
plants,54,brachypodium_distachyon,dir,0,1
plants,54,brassica_napus,dir,0,1
plants,54,brassica_oleracea,dir,0,1
plants,54,brassica_rapa,dir,0,1
plants,54,brassica_rapa_ro18,dir,0,1
plants,54,camelina_sativa,dir,0,1
plants,54,cannabis_sativa_female,dir,0,1
plants,54,capsicum_annuum,dir,0,1
plants,54,chara_braunii,dir,0,1
plants,54,chenopodium_quinoa,dir,0,1
plants,54,chlamydomonas_reinhardtii,dir,0,1
plants,54,chondrus_crispus,dir,0,1
plants,54,citrullus_lanatus,dir,0,1
plants,54,citrus_clementina,dir,0,1
plants,54,coffea_canephora,dir,0,1
plants,54,corchorus_capsularis,dir,0,1
plants,54,corylus_avellana,dir,0,1
plants,54,corymbia_citriodora,dir,0,1
plants,54,cucumis_melo,dir,0,1
plants,54,cucumis_sativus,dir,0,1
plants,54,cyanidioschyzon_merolae,dir,0,1
plants,54,cynara_cardunculus,dir,0,1
plants,54,daucus_carota,dir,0,1
plants,54,digitaria_exilis,dir,0,1
plants,54,dioscorea_rotundata,dir,0,1
plants,54,echinochloa_crusgalli,dir,0,1
plants,54,eragrostis_curvula,dir,0,1
plants,54,eragrostis_tef,dir,0,1
plants,54,eucalyptus_grandis,dir,0,1
plants,54,eutrema_salsugineum,dir,0,1
plants,54,ficus_carica,dir,0,1
plants,54,galdieria_sulphuraria,dir,0,1
plants,54,glycine_max,dir,0,1
